,signup_date,city,business_service,customer_rating,last_service_use_date,phone,extra_cost_pct,weekday_pct,avg_use_of_service,avg_extra_cost,service_rating,use_of_service_in_first_30_days
46,16090,A,False,5.0,16092,iPhone,33.3,100.0,2.93,1.33,5.0,6
47,16088,W,False,5.0,16089,iPhone,100.0,0.0,3.61,1.25,5.0,1
48,16074,W,False,4.8,16098,iPhone,0.0,100.0,1.75,1.0,4.8,4
49,16074,W,False,4.7,16240,iPhone,0.0,71.4,10.54,1.0,4.4,2
50,16074,W,False,5.0,16116,Android,100.0,0.0,3.25,1.25,5.0,0
51,16072,W,False,5.0,16192,Android,0.0,52.4,3.24,1.0,4.5,4
52,16082,W,False,5.0,16222,iPhone,0.0,80.0,4.98,1.0,5.0,0
53,16087,A,True,4.8,16206,iPhone,22.2,22.2,3.15,1.56,4.4,6
54,16080,W,False,5.0,16236,iPhone,50.0,50.0,4.94,1.5,3.5,2
55,16074,W,False,5.0,16087,iPhone,0.0,100.0,36.01,1.0,4.0,1
56,16079,A,False,5.0,16189,Android,0.0,100.0,23.49,1.0,2.5,1
57,16101,A,False,5.0,16139,Android,0.0,66.7,10.21,1.0,4.3,0
58,16075,A,False,5.0,16180,iPhone,0.0,40.0,2.6,1.0,5.0,0
59,16095,A,False,4.5,16158,iPhone,100.0,0.0,6.05,1.25,5.0,1
60,16074,A,True,5.0,16075,iPhone,0.0,0.0,3.01,1.0,,1
61,16101,A,False,5.0,16103,iPhone,0.0,0.0,4.66,1.0,,1
62,16100,K,False,4.8,16199,iPhone,25.0,75.0,4.81,1.06,4.5,0
63,16099,A,False,4.8,16250,iPhone,5.4,54.1,2.21,1.03,4.8,3
64,16081,A,False,5.0,16194,Android,33.3,66.7,6.12,1.17,,1
65,16090,W,False,5.0,16148,iPhone,0.0,75.0,10.37,1.0,5.0,1
66,16077,W,True,5.0,16098,iPhone,0.0,100.0,2.42,1.0,5.0,1
67,16088,W,False,5.0,16234,Android,0.0,100.0,1.89,1.0,5.0,0
68,16071,K,True,5.0,16236,iPhone,0.0,0.0,4.44,1.0,5.0,0
69,16088,A,True,4.8,16238,iPhone,10.5,63.2,2.61,1.09,3.9,5
70,16078,A,False,5.0,16183,iPhone,0.0,100.0,4.46,1.0,5.0,0
71,16071,A,False,5.0,16071,Android,0.0,100.0,1.02,1.0,5.0,1
72,16077,A,False,3.0,16078,iPhone,0.0,100.0,0.0,1.0,5.0,1
73,16089,A,False,5.0,16095,iPhone,0.0,0.0,37.11,1.0,5.0,2
74,16094,K,False,4.9,16231,iPhone,36.0,84.0,2.3,1.35,5.0,7
75,16091,W,False,4.0,16187,Android,0.0,0.0,1.45,1.0,5.0,0
76,16096,A,False,5.0,16100,iPhone,0.0,100.0,2.47,1.0,4.8,5
77,16071,A,False,5.0,16104,iPhone,0.0,100.0,19.8,1.0,,0
78,16093,W,False,4.0,16180,iPhone,0.0,0.0,1.82,1.0,5.0,1
79,16093,A,True,5.0,16222,Android,0.0,66.7,10.49,1.0,5.0,0
80,16082,A,False,5.0,16193,iPhone,25.0,50.0,3.99,1.5,4.0,0
81,16095,W,True,4.0,16106,Android,100.0,100.0,17.89,3.5,4.0,1
82,16076,W,True,4.8,16241,iPhone,18.2,81.8,4.61,1.11,4.0,1
83,16073,K,False,4.7,16250,iPhone,5.3,63.2,2.6,1.03,4.8,7
84,16079,A,True,5.0,16251,iPhone,0.0,100.0,5.01,1.0,4.0,0
85,16097,W,False,4.8,16188,iPhone,0.0,100.0,2.42,1.0,5.0,4
86,16090,K,True,4.9,16215,iPhone,25.0,66.7,3.55,1.17,4.7,9
87,16093,W,True,4.7,16252,iPhone,0.0,67.6,3.06,1.0,5.0,6
88,16075,K,False,4.8,16250,iPhone,0.0,42.9,3.3,1.0,5.0,3
89,16089,A,True,5.0,16208,iPhone,0.0,0.0,4.67,1.0,5.0,0
90,16080,W,False,,16110,iPhone,0.0,0.0,6.28,1.0,5.0,1
91,16088,A,True,5.0,16247,Android,0.0,50.0,10.83,1.0,5.0,3
92,16072,W,False,4.5,16248,iPhone,0.0,55.2,1.55,1.0,3.7,7
93,16075,W,False,4.4,16218,Android,0.0,80.0,1.13,1.0,4.0,5
94,16087,A,True,4.0,16088,iPhone,0.0,0.0,23.34,1.0,1.0,1
95,16093,A,True,4.0,16093,iPhone,0.0,100.0,1.35,1.0,,1
96,16096,W,True,4.6,16252,iPhone,1.9,76.9,4.89,1.0,4.1,11
97,16077,A,True,5.0,16081,Android,0.0,75.0,5.36,1.0,5.0,4
98,16088,K,False,5.0,16240,iPhone,10.0,90.0,4.2,1.02,4.3,1
99,16097,A,True,4.9,16134,Android,0.0,89.7,2.86,1.0,4.9,73
100,16087,A,False,5.0,16223,iPhone,0.0,100.0,8.3,1.0,,0
101,16088,A,False,5.0,16215,Android,16.7,33.3,6.08,1.17,5.0,1
102,16101,K,True,4.9,16246,iPhone,0.0,50.0,2.15,1.0,4.2,8
103,16100,W,True,4.9,16243,iPhone,0.0,50.0,6.86,1.0,4.4,2
104,16071,W,True,4.9,16249,iPhone,0.0,63.6,4.08,1.0,3.0,3
105,16090,W,False,5.0,16244,Android,0.0,0.0,4.99,1.0,5.0,0
106,16074,A,False,5.0,16166,Android,0.0,0.0,1.63,1.0,,0
107,16077,K,False,4.9,16250,iPhone,15.9,50.0,10.79,1.09,4.9,14
108,16073,A,False,5.0,16078,iPhone,0.0,100.0,9.14,1.0,3.0,1
109,16089,A,False,5.0,16174,Android,0.0,66.7,3.07,1.0,,1
110,16095,A,True,5.0,16232,iPhone,0.0,50.0,5.25,1.0,5.0,2
111,16079,K,True,5.0,16238,iPhone,0.0,100.0,3.81,1.0,4.7,1
112,16079,A,True,5.0,16250,iPhone,0.0,36.4,2.65,1.0,4.8,1
113,16071,W,False,3.7,16158,Android,0.0,33.3,10.29,1.0,5.0,1
114,16078,W,False,4.7,16249,Android,9.1,63.6,12.32,1.05,4.4,1
115,16077,A,False,4.3,16169,iPhone,0.0,100.0,1.16,1.0,4.0,0
116,16080,W,False,5.0,16081,Android,0.0,100.0,0.0,1.0,5.0,1
117,16080,A,False,5.0,16177,iPhone,50.0,100.0,2.64,1.63,2.5,1
118,16084,W,True,5.0,16231,iPhone,0.0,85.7,16.85,1.0,5.0,0
119,16081,A,False,5.0,16082,Android,100.0,0.0,4.14,2.5,,1
120,16085,A,True,4.9,16213,Android,11.1,88.9,2.67,1.06,4.3,3
121,16077,W,True,4.8,16236,iPhone,0.0,41.2,5.55,1.0,4.9,2
122,16087,K,False,5.0,16244,iPhone,0.0,0.0,1.58,1.0,5.0,0
123,16095,A,True,5.0,16163,Android,0.0,33.3,1.78,1.0,5.0,0
124,16091,W,True,4.8,16226,iPhone,0.0,100.0,6.1,1.0,5.0,0
125,16080,W,True,4.6,16145,iPhone,20.0,90.0,8.14,1.32,4.4,0
126,16086,A,False,4.5,16087,Android,0.0,100.0,6.04,1.0,5.0,2
127,16089,W,True,5.0,16249,Android,50.0,0.0,2.92,1.38,4.0,2
128,16096,A,False,4.3,16180,iPhone,20.0,20.0,2.81,1.3,4.8,0
129,16081,W,False,5.0,16082,iPhone,0.0,0.0,2.0,1.0,5.0,3
130,16101,A,True,5.0,16215,Android,0.0,0.0,7.4,1.0,4.5,0
131,16082,A,False,4.0,16156,Android,0.0,100.0,1.2,1.0,5.0,0
132,16095,K,True,5.0,16227,iPhone,0.0,100.0,2.64,1.0,5.0,0
133,16080,W,True,4.8,16251,iPhone,25.0,37.5,3.33,1.06,3.8,2
134,16080,K,False,5.0,16232,,0.0,100.0,2.88,1.0,5.0,0
135,16087,W,False,5.0,16088,iPhone,100.0,100.0,1.99,1.75,,1
136,16089,W,False,4.5,16249,iPhone,0.0,43.8,3.22,1.0,4.9,4
137,16072,W,False,5.0,16073,iPhone,0.0,100.0,13.78,1.0,5.0,1
138,16077,A,True,5.0,16221,iPhone,0.0,0.0,8.2,1.0,,0
139,16088,K,True,4.6,16234,iPhone,0.0,45.5,10.47,1.0,4.4,4
140,16088,K,True,5.0,16229,iPhone,0.0,16.7,2.27,1.0,5.0,2
141,16071,W,False,4.7,16215,Android,8.3,41.7,1.68,1.06,3.8,3
142,16096,K,True,4.8,16246,iPhone,10.0,10.0,3.57,1.1,4.5,1
143,16087,K,False,4.8,16244,iPhone,0.0,40.0,11.63,1.0,5.0,2
144,16086,W,True,5.0,16242,iPhone,0.0,100.0,0.95,1.0,5.0,0
145,16074,K,True,4.7,16245,iPhone,2.3,57.5,4.86,1.03,5.0,11
146,16084,W,True,5.0,16157,iPhone,0.0,100.0,4.97,1.0,5.0,0
147,16095,W,False,4.6,16252,iPhone,3.8,57.7,5.44,1.09,3.7,7
148,16081,W,False,5.0,16211,iPhone,0.0,100.0,2.64,1.0,,0
149,16080,A,True,5.0,16250,iPhone,21.4,28.6,3.42,1.21,4.8,0
150,16075,K,False,4.8,16237,iPhone,22.9,62.9,1.64,1.14,4.5,10
151,16088,W,False,4.7,16249,iPhone,33.3,66.7,4.43,1.17,5.0,0
152,16101,W,True,5.0,16214,iPhone,0.0,0.0,4.01,1.0,5.0,0
153,16091,W,True,4.4,16170,iPhone,0.0,50.0,2.1,1.0,4.0,2
154,16094,W,True,5.0,16095,iPhone,0.0,50.0,7.63,1.0,5.0,2
155,16101,W,False,4.5,16103,iPhone,0.0,0.0,1.89,1.0,4.5,4
156,16096,W,False,5.0,16097,Android,0.0,100.0,3.18,1.0,4.0,1
157,16090,W,False,5.0,16208,Android,0.0,20.0,3.72,1.0,5.0,1
158,16081,A,False,4.7,16157,iPhone,0.0,100.0,3.8,1.0,5.0,0
159,16082,A,False,5.0,16089,Android,0.0,0.0,18.03,1.0,5.0,1
160,16084,A,True,4.7,16222,iPhone,0.0,30.0,2.92,1.0,5.0,1
161,16082,K,True,4.7,16246,iPhone,0.0,42.9,2.03,1.0,4.9,0
162,16074,A,False,5.0,16074,iPhone,0.0,0.0,12.6,1.0,5.0,1
163,16101,K,True,5.0,16241,iPhone,0.0,42.9,2.86,1.0,5.0,2
164,16075,K,True,5.0,16249,Android,0.0,100.0,18.57,1.0,5.0,5
165,16081,A,False,3.5,16082,iPhone,100.0,0.0,1.5,1.63,5.0,2
166,16076,W,False,5.0,16077,Android,0.0,100.0,2.36,1.0,,1
167,16090,W,False,5.0,16123,Android,0.0,100.0,1.73,1.0,5.0,0
168,16100,A,False,3.5,16101,Android,0.0,100.0,3.37,1.0,5.0,2
169,16094,W,True,5.0,16143,iPhone,0.0,100.0,2.11,1.0,1.0,0
170,16079,A,False,5.0,16238,iPhone,0.0,100.0,5.45,1.0,,0
171,16084,W,False,5.0,16085,iPhone,0.0,100.0,2.2,1.0,4.0,1
172,16101,W,False,5.0,16166,Android,0.0,50.0,3.88,1.0,5.0,1
173,16077,A,False,5.0,16085,Android,0.0,100.0,9.77,1.0,2.0,1
174,16095,A,True,5.0,16166,Android,0.0,0.0,1.75,1.0,4.5,3
175,16087,K,False,5.0,16088,iPhone,100.0,100.0,3.56,1.25,4.0,1
176,16098,A,False,5.0,16147,,0.0,100.0,20.32,1.0,5.0,0
177,16075,K,False,5.0,16179,iPhone,0.0,75.0,14.37,1.0,5.0,0
178,16100,A,False,2.0,16126,iPhone,0.0,100.0,4.46,1.0,4.0,1
179,16085,A,False,5.0,16097,iPhone,0.0,100.0,12.52,1.0,4.0,1
180,16072,A,False,4.6,16234,iPhone,3.5,69.0,4.2,1.02,3.9,2
181,16098,W,True,4.0,16146,Android,0.0,0.0,2.74,1.0,3.0,1
182,16071,W,True,5.0,16196,iPhone,0.0,100.0,18.15,1.0,,0
183,16074,K,False,5.0,16075,iPhone,0.0,0.0,7.54,1.0,5.0,1
184,16085,W,True,5.0,16215,iPhone,0.0,75.0,10.16,1.0,5.0,0
185,16071,W,True,5.0,16096,Android,0.0,0.0,26.9,1.0,,1
186,16071,K,False,3.8,16229,iPhone,20.0,20.0,3.15,1.05,5.0,1
187,16089,W,False,5.0,16089,iPhone,0.0,0.0,4.54,1.0,5.0,1
188,16081,W,False,5.0,16084,Android,0.0,100.0,0.0,1.0,,1
189,16081,W,True,5.0,16244,iPhone,0.0,33.3,8.91,1.0,5.0,2
190,16093,W,False,4.0,16207,Android,50.0,75.0,10.37,1.25,4.0,0
191,16099,W,False,5.0,16099,Android,0.0,100.0,1.34,1.0,,1
192,16095,W,True,4.5,16246,iPhone,0.0,20.0,4.42,1.0,4.5,3
193,16082,W,False,3.0,16086,iPhone,0.0,100.0,5.99,1.0,5.0,4
194,16079,K,True,5.0,16242,iPhone,14.3,42.9,1.78,1.04,5.0,0
195,16099,W,False,5.0,16122,iPhone,0.0,100.0,1.27,1.0,5.0,1
196,16097,W,True,4.8,16232,iPhone,0.0,62.5,8.0,1.0,4.0,3
197,16078,W,False,5.0,16131,iPhone,66.7,33.3,3.75,2.25,3.7,0
198,16096,W,False,4.0,16132,iPhone,50.0,0.0,1.38,2.0,5.0,1
199,16086,W,False,5.0,16206,iPhone,0.0,100.0,4.58,1.0,5.0,0
200,16081,W,True,4.6,16250,iPhone,2.7,83.8,2.34,1.02,4.6,22
201,16087,K,False,5.0,16248,iPhone,0.0,100.0,27.32,1.0,5.0,1
202,16097,W,False,4.5,16210,iPhone,0.0,57.1,2.5,1.0,4.6,2
203,16082,K,True,5.0,16250,iPhone,26.1,52.2,6.87,1.2,4.5,2
204,16076,W,False,5.0,16202,iPhone,0.0,66.7,5.28,1.0,5.0,0
205,16079,A,True,5.0,16217,iPhone,0.0,100.0,2.09,1.0,5.0,0
206,16092,W,False,5.0,16239,iPhone,0.0,100.0,3.69,1.0,5.0,0
207,16089,A,False,5.0,16096,Android,0.0,0.0,2.52,1.0,5.0,3
208,16094,W,False,5.0,16096,iPhone,0.0,0.0,14.93,1.0,,1
209,16076,A,False,5.0,16199,Android,0.0,100.0,11.78,1.0,5.0,0
210,16084,W,False,3.0,16204,iPhone,0.0,100.0,16.88,1.0,5.0,0
211,16087,K,False,5.0,16250,iPhone,0.0,0.0,2.34,1.0,5.0,0
212,16080,W,False,3.0,16111,iPhone,0.0,100.0,0.89,1.0,5.0,0
213,16088,W,False,5.0,16089,Android,0.0,0.0,3.07,1.0,5.0,1
214,16088,A,False,4.9,16241,iPhone,7.1,57.1,3.81,1.04,4.3,7
215,16094,W,True,4.0,16094,iPhone,0.0,100.0,19.77,1.0,,1
216,16081,K,False,4.5,16248,Android,50.0,50.0,2.7,1.5,4.5,0
217,16076,W,True,4.3,16249,iPhone,0.0,72.2,2.66,1.0,4.7,8
218,16090,W,False,5.0,16117,Android,100.0,0.0,2.6,1.75,5.0,1
219,16098,K,True,5.0,16235,Android,0.0,100.0,12.21,1.0,,0
220,16089,W,False,4.8,16250,iPhone,7.7,0.0,2.34,1.04,4.9,6
221,16095,W,True,5.0,16208,Android,25.0,25.0,10.61,1.13,4.3,1
222,16088,K,False,5.0,16160,iPhone,0.0,0.0,7.89,1.0,,0
223,16099,A,False,5.0,16195,iPhone,0.0,100.0,5.31,1.0,,2
224,16088,W,False,5.0,16250,Android,0.0,40.0,1.69,1.0,4.6,0
225,16094,A,True,4.9,16249,iPhone,0.0,39.1,5.04,1.0,4.8,3
226,16094,K,False,5.0,16249,iPhone,0.0,100.0,6.8,1.0,5.0,0
227,16076,W,True,5.0,16212,iPhone,0.0,100.0,17.87,1.0,5.0,0
228,16088,A,True,5.0,16207,Android,0.0,0.0,24.43,1.0,5.0,1
229,16095,K,False,4.7,16251,iPhone,4.9,46.3,2.69,1.04,5.0,2
230,16076,W,True,2.0,16076,iPhone,0.0,100.0,18.61,1.0,1.0,1
231,16098,W,True,4.0,16233,iPhone,0.0,100.0,9.31,1.0,,1
232,16089,W,True,4.3,16250,iPhone,0.0,45.5,7.17,1.0,5.0,4
233,16075,W,False,5.0,16190,Android,0.0,100.0,12.96,1.0,5.0,0
234,16094,W,False,5.0,16155,iPhone,0.0,100.0,10.68,1.0,,0
235,16071,W,True,5.0,16250,Android,0.0,42.9,1.62,1.0,4.0,0
236,16094,A,False,5.0,16176,iPhone,0.0,100.0,7.6,1.0,4.5,1
237,16096,K,False,4.8,16249,iPhone,18.2,45.5,1.53,1.09,5.0,6
238,16088,A,False,5.0,16088,Android,0.0,0.0,5.72,1.0,,1
239,16096,A,False,4.3,16242,iPhone,0.0,33.3,16.19,1.0,5.0,2
240,16080,A,False,5.0,16216,iPhone,0.0,100.0,3.28,1.0,5.0,0
241,16090,K,False,4.8,16237,Android,0.0,100.0,12.45,1.0,,2
242,16095,A,True,4.9,16247,iPhone,0.0,87.5,6.46,1.0,4.4,5
243,16071,W,False,4.3,16208,iPhone,25.0,25.0,5.05,1.13,5.0,0
244,16092,A,True,4.8,16206,iPhone,16.7,83.3,13.83,1.08,4.5,2
245,16078,A,False,5.0,16079,Android,0.0,100.0,3.42,1.0,4.0,1
246,16100,W,False,5.0,16194,iPhone,50.0,50.0,3.04,1.38,5.0,0
247,16081,W,True,5.0,16156,iPhone,0.0,100.0,17.04,1.0,,0
248,16096,W,False,5.0,16242,iPhone,0.0,50.0,19.07,1.0,4.5,1
249,16078,K,False,5.0,16079,Android,0.0,100.0,1.13,1.0,5.0,2
250,16074,A,True,4.0,16157,Android,50.0,50.0,2.82,1.13,,1
251,16096,W,False,5.0,16132,iPhone,0.0,100.0,8.09,1.0,5.0,2
252,16094,K,True,5.0,16246,iPhone,20.0,100.0,3.34,1.15,,1
253,16071,K,False,5.0,16222,Android,0.0,0.0,20.03,1.0,,0
254,16086,A,False,5.0,16087,iPhone,0.0,100.0,5.38,1.0,,1
255,16087,A,False,5.0,16088,iPhone,0.0,0.0,10.73,1.0,5.0,1
256,16073,W,False,5.0,16184,iPhone,0.0,100.0,17.63,1.0,5.0,0
257,16080,W,True,3.0,16081,Android,0.0,100.0,6.2,1.0,3.0,1
258,16089,A,True,4.9,16209,iPhone,0.0,45.5,4.56,1.0,2.7,0
259,16087,W,True,4.3,16244,iPhone,0.0,45.5,2.99,1.0,4.2,4
260,16080,W,False,5.0,16247,iPhone,0.0,87.5,3.56,1.0,5.0,2
261,16081,W,True,5.0,16232,iPhone,0.0,100.0,1.59,1.0,5.0,0
262,16078,W,False,5.0,16079,iPhone,0.0,100.0,0.68,1.0,4.0,2
263,16101,K,True,5.0,16111,Android,0.0,66.7,9.15,1.0,4.3,3
264,16071,A,False,5.0,16166,iPhone,0.0,44.4,5.76,1.0,4.5,5
265,16088,W,True,4.7,16248,iPhone,0.0,55.6,3.19,1.0,4.6,5
266,16086,W,True,4.7,16087,Android,0.0,100.0,0.7,1.0,4.0,3
267,16094,W,False,5.0,16201,iPhone,25.0,0.0,7.69,1.25,5.0,0
268,16095,W,True,4.5,16243,iPhone,0.0,37.5,1.86,1.0,5.0,0
269,16101,A,True,5.0,16135,iPhone,0.0,100.0,5.82,1.0,5.0,0
270,16088,K,False,5.0,16243,iPhone,12.5,50.0,3.84,1.09,5.0,3
271,16100,A,True,5.0,16100,Android,0.0,100.0,2.32,1.0,,1
272,16097,K,True,5.0,16250,iPhone,0.0,0.0,2.37,1.0,,0
273,16075,W,False,5.0,16076,iPhone,0.0,100.0,1.17,1.0,5.0,1
274,16095,A,False,,16110,iPhone,100.0,0.0,6.0,4.0,2.0,1
275,16101,W,True,5.0,16214,Android,15.4,69.2,4.14,1.1,4.6,5
276,16073,A,True,5.0,16157,Android,0.0,100.0,3.23,1.0,5.0,0
277,16095,W,False,,16096,iPhone,0.0,0.0,1.82,1.0,,1
278,16100,A,False,4.8,16229,iPhone,0.0,0.0,3.29,1.0,5.0,0
279,16095,W,False,5.0,16102,iPhone,0.0,0.0,13.12,1.0,,1
280,16089,K,True,4.3,16250,iPhone,42.9,14.3,2.51,1.21,4.5,2
281,16091,A,True,5.0,16199,iPhone,0.0,100.0,0.63,1.0,,0
282,16088,K,False,5.0,16200,iPhone,17.6,76.5,1.83,1.19,3.8,3
283,16091,A,False,5.0,16111,iPhone,16.7,33.3,1.88,1.08,4.8,6
284,16080,A,False,4.5,16083,iPhone,25.0,25.0,3.34,1.13,4.0,4
285,16085,A,True,4.8,16239,iPhone,14.8,44.4,7.81,1.12,4.9,1
286,16097,A,False,5.0,16145,iPhone,0.0,0.0,3.57,1.0,,0
287,16073,W,True,5.0,16161,Android,0.0,100.0,1.34,1.0,,0
288,16100,A,True,4.7,16230,iPhone,0.0,78.6,3.3,1.0,3.7,7
289,16087,A,False,5.0,16139,Android,0.0,0.0,6.71,1.0,,0
290,16086,A,False,4.9,16242,iPhone,27.3,63.6,2.41,1.22,4.9,5
291,16083,A,False,5.0,16083,iPhone,0.0,100.0,8.08,1.0,5.0,1
292,16077,K,False,5.0,16244,iPhone,14.3,71.4,2.43,1.29,4.2,0
293,16100,A,True,5.0,16200,iPhone,0.0,100.0,0.59,1.0,5.0,0
294,16078,W,True,5.0,16082,iPhone,0.0,0.0,14.51,1.0,,1
295,16089,K,True,5.0,16090,Android,0.0,0.0,5.21,1.0,5.0,1
296,16080,W,False,5.0,16221,iPhone,0.0,33.3,2.96,1.0,5.0,2
297,16086,K,False,5.0,16252,iPhone,0.0,100.0,5.93,1.0,5.0,1
298,16071,A,False,5.0,16071,Android,100.0,100.0,10.43,1.25,5.0,1
299,16072,W,False,4.6,16249,Android,0.0,88.3,1.85,1.0,5.0,9
300,16091,W,True,4.6,16251,iPhone,20.9,56.7,3.03,1.23,5.0,9
301,16071,W,False,5.0,16215,iPhone,0.0,33.3,4.65,1.0,5.0,0
302,16100,W,False,4.8,16119,Android,0.0,66.7,2.82,1.0,4.3,6
303,16085,W,False,4.7,16201,iPhone,0.0,33.3,2.05,1.0,5.0,0
304,16083,W,True,5.0,16148,Android,50.0,100.0,19.81,2.0,5.0,0
305,16086,K,True,4.8,16252,iPhone,1.7,70.9,7.5,1.01,4.0,8
306,16088,K,True,5.0,16089,Android,0.0,0.0,1.64,1.0,5.0,1
307,16096,W,True,4.9,16243,iPhone,0.0,57.1,3.18,1.0,4.6,2
308,16099,W,False,4.5,16239,iPhone,0.0,50.0,4.56,1.0,2.0,1
309,16075,K,False,3.0,16213,iPhone,0.0,100.0,8.07,1.0,,0
310,16080,W,True,5.0,16089,iPhone,0.0,0.0,1.84,1.0,4.0,4
311,16086,W,False,2.5,16122,Android,0.0,100.0,4.07,1.0,5.0,1
312,16096,K,True,4.9,16251,Android,11.7,60.0,2.48,1.06,4.8,15
313,16081,K,True,4.9,16252,Android,0.0,23.1,2.34,1.0,4.9,0
314,16091,W,True,4.6,16092,iPhone,0.0,100.0,1.89,1.0,4.8,5
315,16095,W,False,4.0,16236,iPhone,0.0,0.0,11.86,1.0,,0
316,16096,A,False,5.0,16186,Android,16.7,66.7,3.83,1.04,5.0,4
317,16081,A,False,5.0,16082,iPhone,0.0,0.0,14.59,1.0,5.0,1
318,16100,K,False,5.0,16225,Android,0.0,100.0,1.43,1.0,5.0,0
319,16099,K,False,5.0,16242,iPhone,0.0,33.3,6.46,1.0,5.0,1
320,16078,A,False,5.0,16079,,0.0,100.0,31.01,1.0,5.0,1
321,16087,A,False,5.0,16098,iPhone,0.0,100.0,5.21,1.0,5.0,2
322,16088,A,False,5.0,16162,Android,0.0,100.0,14.79,1.0,5.0,0
323,16086,A,False,4.9,16215,Android,0.0,50.0,3.84,1.0,4.5,2
324,16090,A,False,5.0,16174,iPhone,0.0,25.0,7.34,1.0,3.3,0
325,16083,W,True,5.0,16162,iPhone,0.0,100.0,3.13,1.0,4.3,0
326,16088,W,False,5.0,16155,iPhone,0.0,50.0,1.58,1.0,,1
327,16088,W,False,5.0,16089,iPhone,0.0,0.0,4.42,1.0,5.0,1
328,16094,K,False,5.0,16243,iPhone,0.0,60.0,5.73,1.0,4.8,1
329,16095,A,False,5.0,16213,Android,0.0,100.0,7.85,1.0,,0
